,Language,Dataset,Context,Noisy text,Normalized text,Counts
1382,English,Training,? lagi open,follback,follow back,1
1383,English,Training,an erection thinking,bout,about,1
1384,English,Training,erection thinking bout,u,you,1
1385,English,Training,@hollakeats dude hahahahaha,u,you,1
1386,English,Training,dude hahahahaha u,r,are,1
1387,English,Training,selfie for a,rt,retweet,1
1388,English,Training,be following ),favs,favorites,1
1389,English,Training,@lisacapriola i'll drive,u,you,1
1390,English,Training,i'll drive u,bck,back,1
1391,English,Training,not everyday,favour,favorite,1
1392,English,Training,favour for a,favour,favor,1
1393,English,Training,a kik or,naw,not,1
1394,English,Training,oblock 300 bitch,yu,you,1
1395,English,Training,300 bitch yu,kno,know,1
1396,English,Training,down lol we,aready,already,1
1397,English,Training,all coming from,bea,tea,1
1398,English,Training,@doghoez : white,ppl,people,1
1399,English,Training,ppl act like,im,i'm,1
1400,English,Training,out smh why,u,you,1
1401,English,Training,that,lil,little,1
1402,English,Training,that lil,nigga,nigger,1
1403,English,Training,rt @basedchasen :,yall,y'all,1
1404,English,Training,how big this,nigga,nigger,1
1405,English,Training,for austin mahone,fav,favorite,1
1406,English,Training,sa 3rd year,hs,has,1
1407,English,Training,year hs ?,srsly,seriously,1
1408,English,Training,rt @d_el_cheto :,yy,why,1
1409,English,Training,@d_el_cheto : yy,h00y,hoot,1
1410,English,Training,h00y no me,fayo,for you,1
1411,English,Training,"me fayo ,,",salud,salute,1
1412,English,Training,so retarted the,dum,dumb,1
1413,English,Training,: don't say,nothin,nothing,1
1414,English,Training,", then find",sumn,something,1
1415,English,Training,of stars now,lil,little,1
1416,English,Training,i love you,lil,little,1
1417,English,Training,virus here o,u,you,1
1418,English,Training,here o u,o,so,1
1419,English,Training,reduced ! ugg,australi,australia,1
1420,English,Training,no longer bae,soo,so,1
1421,English,Training,eh everybody busy,asf,as fuck,1
1422,English,Training,"busy asf ,",boutta,about to,1
1423,English,Training,", boutta be",schleep,sleep,1
1424,English,Training,pictures of my,kdrama,drama,1
1425,English,Training,: people ain't,askin,asking,1
1426,English,Training,askin me how,im,i'm,1
1427,English,Training,me how im,feelin,feeling,1
1428,English,Training,feelin they just,askin,asking,1
1429,English,Training,@newtmasisgood : @themazefucker,nah,no,1
1430,English,Training,@themazefucker nah i,wouldnt,wouldn't,1
1431,English,Training,you ain't funny,thas,that's,1
1432,English,Training,ain't funny thas,y,why,1
1433,English,Training,rt @gatorzonesball :,walkoff,walk off,1
1434,English,Training,rt @amandaovoxo :,im,i'm,1
1435,English,Training,free,fallin,falling,1
1436,English,Training,free fallin and,flippin,flipping,1
1437,English,Training,living,colour,color,1
1438,English,Training,' what's your,favourite,favorite,1
1439,English,Training,up sicker than,ytd,yesterday,1
1440,English,Training,been,wit,with,1
1441,English,Training,day #1 now,yuh,you,1
1442,English,Training,#1 now yuh,actin,acting,1
1443,English,Training,@dj_saxzo : my,bbm,blackberry messenger,1
1444,English,Training,more interesting .,shap,shape,1
1445,English,Training,and was 70,mins,minutes,1
1446,English,Training,@leaksnapchats : my,nigga,nigger,1
1447,English,Training,starting a group,convo,conversation,1
1448,English,Training,stunt right quick,cause,because,1
1449,English,Training,since she's been,preggo,pregnant,1
1450,English,Training,minaj | pills,n,and,1
1451,English,Training,am paying tv,lic,license,1
1452,English,Training,i pay tv,lic,license,1
1453,English,Training,) on fall,crk,crack,1
1454,English,Training,on fall crk,rd,road,1
1455,English,Training,crk rd at,n,and,1
1456,English,Training,at n shadeland,ave,avenue,1
1457,English,Training,the bitchin to,bitchez,bitches,1
1458,English,Training,need kai or,somethin,something,1
1459,English,Training,kai or somethin,bc,because,1
1460,English,Training,or somethin bc,im,i'm,1
1461,English,Training,soul of ema,y,your,1
1462,English,Training,bad for that,infact,in fact,1
1463,English,Training,need to stop,bein,being,1
1464,English,Training,ft . chick,da,the,1
1465,English,Training,everytime i see,yowapedal,your pedal,1
1466,English,Training,read it as,yaoipedal,your pedal,1
1467,English,Training,my head and,im,i'm,1
1468,English,Training,@commonblackgiri : when,u,you,1
1469,English,Training,talking to someone,u,you,2
1470,English,Training,to someone u,kno,know,2
1471,English,Training,is thirsty for,em,them,1
1472,English,Training,@aimannazimm,fuack,fuck,1
1473,English,Training,man haha alright,bro,brother,1
1474,English,Training,@itssongoku,bruh,brother,1
1475,English,Training,@itssongoku bruh you,playin,playing,1
1476,English,Training,do your own,fuckin,fucking,1
1477,English,Training,own fuckin laundry,bruh,brother,1
1478,English,Training,bruh ! your,fuckin,fucking,1
1479,English,Training,happy,biryhday,birthday,1
1480,English,Training,my lovely rizhal,rizky,risky,1
1481,English,Training,rizhal rizky wish,u,you,1
1482,English,Training,): d*gift *,loveyou,love you,1
1483,English,Training,@niallofficial @benwinston god,thats,that's,1
1484,English,Training,the weirdest things,ive,i've,1
1485,English,Training,ive ever said,im,i'm,1
1486,English,Training,al,gim,give me,1
1487,English,Training,""" it all",wrked,worked,1
1488,English,Training,: wale always,gon,gonna,1
1489,English,Training,always gon be,da,the,1
1490,English,Training,@starr_toopretty lol i,aint,ain't,1
1491,English,Training,lebrons head ???,thats,that's,1
1492,English,Training,. if you,dont,don't,1
1493,English,Training,"follow me ,",ive,i've,1
1494,English,Training,one for years,plz,please,1
1495,English,Training,just busted out,laughin,laughing,1
1496,English,Training,@speak2muchtruth : tip,shoulda,should have,1
1497,English,Training,haven't seen my,favourite,favorite,1
1498,English,Training,to add me,pls,please,1
1499,English,Training,fernando torres has,reveale,revealed,1
1500,English,Training,birthday @iamshubhsrk :),dm,direct message,1
1501,English,Training,@iamshubhsrk :) dm,ur,your,1
1502,English,Training,: @xo_dianaaaa yaa,diggg,digging,1
1503,English,Training,", when you",finna,going to,1
1504,English,Training,oh bah .,gemorning,good morning,1
1505,English,Training,,bxtch,bitch,1
1506,English,Training,bxtch,dont,don't,1
1507,English,Training,"dont front ,",ill,i'll,1
1508,English,Training,.. wow :'),dam,damn,1
1509,English,Training,@kaayshell : @_drell,im,i'm,1
1510,English,Training,somewhere with my,momma,mama,1
1511,English,Training,pizza treat from,mdm,madam,1
1512,English,Training,@najaaa_bitchh,u,you,1
1513,English,Training,fucked i was,beatin,beating,1
1514,English,Training,beatin his ass,u,you,1
1515,English,Training,his ass u,betta,better,1
1516,English,Training,marigold then i'm,gonna,going to,1
1517,English,Training,shopping everyday since,ive,i've,1
1518,English,Training,is #haylorisback i,dont,don't,1
1519,English,Training,@chrizzsantos @hogwarts_viktor i,fnk,find,1
1520,English,Training,he his worth,d,the,1
1521,English,Training,first episode will,brodcast,broadcast,1
1522,English,Training,@kardashianreact : when,u,you,1
1523,English,Training,idk yet foolie,ill,i'll,1
1524,English,Training,@khushsundar omg hw,cum,come,1
1525,English,Training,omg hw cum,ur,your,1
1526,English,Training,cum ur daughters,r,are,1
1527,English,Training,so tall ?,whatz,what is,1
1528,English,Training,@natasha15xo haha,deffo,definitely,1
1529,English,Training,brownies ! i,knooow,know,1
1530,English,Training,@rudeboibynature : @tweetandtasteit,u,you,1
1531,English,Training,@tweetandtasteit u cute,wea,where are,1
1532,English,Training,u cute wea,u,you,1
1533,English,Training,am the best,nigga,nigger,1
1534,English,Training,the best nigga,thoee,though,1
1535,English,Training,rt @knowlougeable :,theyr,there,1
1536,English,Training,@knowlougeable : theyr,e,is,1
1537,English,Training,e the same,fucjing,fucking,1
1538,English,Training,,bota,bought a,1
1539,English,Training,rt @imrichass_nigha :,u,you,1
1540,English,Training,not have no,nighas,niggers,1
1541,English,Training,@chloeonvine : when,ur,your,1
1542,English,Training,when ur imessage,isnt,isn't,1
1543,English,Training,women . why,yall,y'all,1
1544,English,Training,@absterlyholt you,wrre,were,1
1545,English,Training,@ghostraw . he,talkn,talking,1
1546,English,Training,. he talkn,bout,about,1
1547,English,Training,like chief keef,wit,with,1
1548,English,Training,that weak ass,nigga,nigger,1
1549,English,Training,@rdubthree @rjchoppy like,u,you,1
1550,English,Training,@yungshoelace : when,u,you,1
1551,English,Training,the ground and,ur,your,1
1552,English,Training,ur squad is,yellin,yelling,1
1553,English,Training,is yellin at,u,you,1
1554,English,Training,i was,lookin,looking,1
1555,English,Training,.. i was,tryna,trying to,1
1556,English,Training,need a boba,fett,fit,1
1557,English,Training,@flyboiidotcom,nigga,nigger,1
1558,English,Training,@flyboiidotcom nigga,gon,gonna,1
1559,English,Training,@iezzaahs @ainnaprincess,shld,should,1
1560,English,Training,shld i ask,u,you,1
1561,English,Training,ask u ...,y,why,1
1562,English,Training,u ... y,dun,don't,1
1563,English,Training,... y dun,u,you,1
1564,English,Training,y dun u,hve,have,1
1565,English,Training,putangina ' hahahsahahaha,jk,just kidding,1
1566,English,Training,i'm,gonna,going to,1
1567,English,Training,i'm gonna,dm,direct message,1
1568,English,Training,a random person,rightt,right,1
1569,English,Training,manager for qpr,pls,please,1
1570,English,Training,for qpr pls,rt,retweet,1
1571,English,Training,to save their,fckn,fucking,1
1572,English,Training,#welcome @sofiehaag,thnx,thanks,1
1573,English,Training,connect with on,fb,facebook,1
1574,English,Training,at the ref,bc,because,1
1575,English,Training,snapchat,bestfriends,best friends,1
1576,English,Training,it just changed,yo,you,1
1577,English,Training,changed yo someone,ive,i've,1
1578,English,Training,@imvse : she,dosent,doesn't,1
1579,English,Training,decima again for,youu,you,1
1580,English,Training,""" @luexaio :",goodevening,good evening,1
1581,English,Training,lines from the,spongbob,spongebob,1
1582,English,Training,@austinmahone omfg,imma,i'm going to,1
1583,English,Training,@austinmahone omfg imma,b,be,1
1584,English,Training,@luigimeistersrl,dat,that,1
1585,English,Training,dat feel when,dont,don't,1
1586,English,Training,"@louebear : """,im,i'm,1
1587,English,Training,saw this but,didnt,didn't,1
1588,English,Training,this but didnt,rt,retweet,1
1589,English,Training,cozy and cool,childrens,children,1
1590,English,Training,cool childrens room,decor,decoration,1
1591,English,Training,@vicmbelli @andreamasiar put,yor,your,1
1592,English,Training,@andreamasiar put yor,fakin,fucking,1
1593,English,Training,when its actually,hve,have,1
1594,English,Training,on,mah,my,1
1595,English,Training,on mah way,2,to,1
1596,English,Training,mah way 2,fak,fuck,1
1597,English,Training,way 2 fak,ur,your,1
1598,English,Training,"ur besh ,",jk,just kidding,1
1599,English,Training,29 unfollowers .,justunfollow,just unfollow,1
1600,English,Training,imma be taking,hella,hell of a lot of,1
1601,English,Training,@kr199x hell,yea,yeah,1
1602,English,Training,@kr199x hell yea,im,i'm,1
1603,English,Training,im already knowing,wat,what,1
1604,English,Training,already knowing wat,u,you,1
1605,English,Training,knowing wat u,sayin,saying,1
1606,English,Training,@naegi_actual no pe,righ t,right,1
1607,English,Training,on some head,nigga,nigger,1
1608,English,Training,lolz that is,bcz,because,1
1609,English,Training,"face familiar ,",nt,not,1
1610,English,Training,"familiar , nt",bcz,because,1
1611,English,Training,,wen,when,1
1612,English,Training,chelsea were clinching,promotio,promotion,1
1613,English,Training,selamat pagi ..,congrats,congratulations,1
1614,English,Training,. i joke,fxck,fuck,1
1615,English,Training,for $50 mastering,seperate,separate,1
1616,English,Training,@janerecchia hey,thx,thanks,1
1617,English,Training,a good start,w,with,1
1618,English,Training,we damaging these,niggas,niggers,1
1619,English,Training,@ogdaniela_ thank,u,you,1
1620,English,Training,u !!! omg,ur,you're,1
1621,English,Training,for the tory,paty,party,1
1622,English,Training,get 1 new,labour,labor,1
1623,English,Training,1 new labour,mep,map,1
1624,English,Training,new green party,mep,map,1
1625,English,Training,together wtf man,im,i'm,1
1626,English,Training,.... but i,nah,now,1
1627,English,Training,@deediedjunglist : @masterbruce5,u,you,1
1628,English,Training,: @masterbruce5 u,nuh,now,1
1629,English,Training,just stick to,wut,what,1
1630,English,Training,to wut i,kno,know,1
1631,English,Training,i kno ...,dis,this,1
1632,English,Training,5sos so much,thats,that's,1
1633,English,Training,too many thots,wit,with,1
1634,English,Training,many thots wit,bf,boyfriend,1
1635,English,Training,thots wit bf,lik,like,1
1636,English,Training,wit bf lik,bruh,brother,1
1637,English,Training,bf lik bruh,u,you,1
1638,English,Training,,yo,you,1
1639,English,Training,! ! it,wos,was,1
1640,English,Training,garu and thank,u,you,1
1641,English,Training,"the hood ,",thats,that's,1
1642,English,Training,"hood , thats",nigga,nigger,1
1643,English,Training,"west indies ,",thats,that's,1
1644,English,Training,indian shit .,dont,don't,1
1645,English,Training,. dont try,2,to,1
1646,English,Training,"understand it ,",dont,don't,1
1647,English,Training,""" lol wait",til,till,1
1648,English,Training,they have one,tho,though,1
1649,English,Training,exactly what i'm,sayin,saying,1
1650,English,Training,squaded up and,ballin,balling,1
1651,English,Training,host leicestershire in,d,the,1
1652,English,Training,i,dont,don't,1
1653,English,Training,: i honestly,dont,don't,1
1654,English,Training,there for my,niggas,niggers,1
1655,English,Training,rt @uncletrini :,cuz,because,1
1656,English,Training,: cuz we,lookin,looking,1
1657,English,Training,@xhollywoodcourt : real,niggas,niggers,1
1658,English,Training,: real niggas,dont,don't,1
1659,English,Training,"hit 5k ,",congrats,congratulations,1
1660,English,Training,", congrats bae",u,you,1
1661,English,Training,mvp ( once,u,you,1
1662,English,Training,bindi is racist,u,you,1
1663,English,Training,"for rp ,",esp,especially,1
1664,English,Training,me please can,u,you,1
1665,English,Training,my grandpa goes,ik,i know,1
1666,English,Training,grandpa goes ik,ur,you're,1
1667,English,Training,wanted to let,u,you,1
1668,English,Training,why is everyone,complaing,complaining,1
1669,English,Training,finals haha i,dont,don't,1
1670,English,Training,@iiiouandstitch yeah,im,i'm,1
1671,English,Training,are so hard,cuz,because,1
1672,English,Training,i gotta do,whats,what's,1
1673,English,Training,whats best for,myselff,myself,1
1674,English,Training,all my,niggas,niggers,1
1675,English,Training,we don't want,nun,nothing,1
1676,English,Training,"nun else ,",nigga,nigger,1
1677,English,Training,haha chill that,dont,don't,1
1678,English,Training,: mgmt are,gonna,going to,1
1679,English,Training,ain't snuck @jacecomeaux,thru,through,1
1680,English,Training,got letso,knw,know,1
1681,English,Training,knw : yep,lyk,like,1
1682,English,Training,yep lyk :,luv,love,1
1683,English,Training,@sammmm96 i don't,im,i'm,1
1684,English,Training,i have a,head ache,headache,1
1685,English,Training,a head ache,tomorro,tomorrow,1
1686,English,Training,head ache tomorro,ima,i'm going to,1
1687,English,Training,ask for a,followback,follow back,1
1688,English,Training,:) #directionersfollowspree please,rt,retweet,1
1689,English,Training,problem did cuff,em,them,1
1690,English,Training,did cuff em,lil,little,1
1691,English,Training,ano guys,asap,as soon as possible,1
1692,English,Training,tots can ruin,u,you,1
1693,English,Training,line or pin,bbm,blackberry messenger,1
1694,English,Training,globe users ?,dm,direct message,1
1695,English,Training,me your number,txt,text,1
1696,English,Training,your number txt,txt,text,1
1697,English,Training,@saskiafern,dont,don't,1
1698,English,Training,feeling but i,wont,won't,1
1699,English,Training,omg same same,ohgosh,oh gosh,1
1700,English,Training,croker . so,cuteeee,cute,1
1701,English,Training,@d_wun : sheesh,thats,that's,1
1702,English,Training,rt @braakwabena :,na,no,1
1703,English,Training,koraa why ....,didnt,didn't,1
1704,English,Training,.... didnt you,were,wear,1
1705,English,Training,don't have a,bf,boyfriend,1
1706,English,Training,@mixtapefm : chinx,drugz,drugs,1
1707,English,Training,way i really,dont,don't,1
1708,English,Training,"orgasim , fml",im,i'm,1
1709,English,Training,@irwinpoppies wow,congratz,congratulations,1
1710,English,Training,@irwinpoppies wow congratz,im,i'm,1
1711,English,Training,just fucking told,u,you,1
1712,English,Training,@dtaitxo are,u,you,1
1713,English,Training,are u ready,cus,because,1
1714,English,Training,ready cus i'm,jus,just,1
1715,English,Training,cus i'm jus,gonna,going to,1
1716,English,Training,dont,every,ever,1
1717,English,Training,dont every disrespect,yo,your,1
1718,English,Training,every disrespect yo,nigga,nigger,1
1719,English,Training,kuy erat/ miss,u,you,1
1720,English,Training,", girl you",kno,know,1
1721,English,Training,& your shawdy,bouta,about to,1
1722,English,Training,@dailypostngr its,ur,your,1
1723,English,Training,be held responsible,bcos,because,1
1724,English,Training,held responsible bcos,d,the,1
1725,English,Training,d security of,d,the,1
1726,English,Training,& i'll buy,u,you,1
1727,English,Training,idk if,im,i'm,1
1728,English,Training,emotions or onions,rn,right now,1
1729,English,Training,@tweetwin25224 @_juliettemalik where,tf,the fuck,1
1730,English,Training,the link at,niqqa,nigger,1
1731,English,Training,i think,im,i'm,1
1732,English,Training,i think im,gettin,getting,1
1733,English,Training,long island a,lil,little,1
1734,English,Training,rt @worldstarfunny :,bruh,brother,1
1735,English,Training,why white people,dont,don't,1
1736,English,Training,people dont like,niggas,niggers,1
1737,English,Training,@itty_bitty616 : bae,gon,gonna,1
1738,English,Training,me i'll give,ya,you,1
1739,English,Training,i'll give ya,tha,the,1
1740,English,Training,@zach_13inman lol,u,you,1
1741,English,Training,paul and donzell,wanna,want to,1
1742,English,Training,wanna be bae,soooo,so,1
1743,English,Training,you're speaking to,doesnt,doesn't,1
1744,English,Training,can y'all,pls,please,1
1745,English,Training,pls shut the,fk,fuck,1
1746,English,Training,please send me,pics,pictures,1
1747,English,Training,via rinatauveli on,ig,instagram,1
1748,English,Training,: lmao y'all,niggas,niggers,1
1749,English,Training,niggas are quick,af,as fuck,1
1750,English,Training,baby girl that,wasnt,wasn't,1
1751,English,Training,wasnt me i,dont,don't,1
1752,English,Training,dress like that,whatchu,what you,1
1753,English,Training,like that whatchu,talkin,talking,1
1754,English,Training,that whatchu talkin,bout,about,1
1755,English,Training,rt @babyscummy :,rt,retweet,1
1756,English,Training,: rt if,u,you,1
1757,English,Training,for summer &,da,the,1
1758,English,Training,& da new,vids,videos,1
1759,English,Training,!!! please notice,mee,me,1
1760,English,Training,@yo_vdix you,watchin,watching,1
1761,English,Training,thing or just,comin,coming,1
1762,English,Training,3 unfollowers .,justunfollow,just unfollow,1
1763,English,Training,my,sweetface,sweet face,1
1764,English,Training,.. love my,lil,little,1
1765,English,Training,who is more,hott,hot,1
1766,English,Training,but my boobs,aint,ain't,1
1767,English,Training,damn,bruh,brother,1
1768,English,Training,", tanzanian girls",doin,doing,1
1769,English,Training,girls doin their,thang,thing,1
1770,English,Training,@halamadridjenni : @shorty_hdz15,cus,because,1
1771,English,Training,: @shorty_hdz15 cus,ihavnt,i haven't,1
1772,English,Training,to be informed,n,and,1
1773,English,Training,to face i,didnt,didn't,1
1774,English,Training,and we've officially,learnt,learned,1
1775,English,Training,@hitakshibawa she u/s,d,the,1
1776,English,Training,upsc chaat wala,isnt,isn't,1
1777,English,Training,wala isnt good,nw,now,1
1778,English,Training,have fun at,whataburger,what a burger,1
1779,English,Training,fun at whataburger,lastnight,last night,1
1780,English,Training,@alohachaila oh,nvm,never mind,1
1781,English,Training,lol i was,gonna,going to,1
1782,English,Training,use your study,gguide,guide,1
1783,English,Training,your study gguide,cos,because,1
1784,English,Training,@shaivinamdev19 shiavi i,m,am,1
1785,English,Training,i m extremely,sorrrrrrrrrrrrry,sorry,1
1786,English,Training,m extremely sorrrrrrrrrrrrry,yr,you're,1
1787,English,Training,talking this time,pls,please,1
1788,English,Training,upset with me,yr,you're,1
1789,English,Training,with me yr,pls,please,1
1790,English,Training,zayn malik is,im,i'm,1
1791,English,Training,lmaoo too far,rt,retweet,1
1792,English,Training,rt @stephghost :,yo,your,1
1793,English,Training,@stephghost : yo,arthur,author,1
1794,English,Training,knocked dw out,bruh,brother,1
1795,English,Training,"bruh lmaooo ,",should've,should have,1
1796,English,Training,should've kicked that,lil,little,1
1797,English,Training,configuration on my,fone,phone,1
1798,English,Training,08135627853 ) my,fone,phone,1
1799,English,Training,,coolin,cooling,1
1800,English,Training,teach yoon jong,ill,i'll,1
1801,English,Training,@southies_finest,u,you,1
1802,English,Training,@southies_finest u,goin,going,1
1803,English,Training,i just fired,yo,you,1
1804,English,Training,"haha , okay",imma,i'm going to,1
1805,English,Training,kids than my,momma,mama,1
1806,English,Training,"kevin greene ,",thats,that's,1
1807,English,Training,@astrologylouis,im,i'm,1
1808,English,Training,sure i heard,tht,that,1
1809,English,Training,@molliejo97 aw armo,youre,you're,1
1810,English,Training,"youre lush ,",dont,don't,1
1811,English,Training,,smokin,smoking,1
1812,English,Training,smokin on,dis,this,1
1813,English,Training,#guessharryssecret a ),hes,he's,1
1814,English,Training,boyfriend c ),hes,he's,1
1815,English,Training,: still crying,cause,because,1
1816,English,Training,i am,feeli,feeling,1
1817,English,Training,government than manmohan,gov,government,1
1818,English,Training,last night just,couldnt,couldn't,1
1819,English,Training,help it lmbo,droppin,dropping,1
1820,English,Training,,congrats,congratulations,1
1821,English,Training,@qst17 lol that,nigga,nigger,1
1822,English,Training,money said control,ur,your,1
1823,English,Training,control ur bitch,nigga,nigger,1
1824,English,Training,is mean ...,ryt,right,1
1825,English,Training,stay true ..,thats,that's,1
1826,English,Training,thats all a,nigga,nigger,1
1827,English,Training,"the word """,humour,humor,1
1828,English,Training,friends ? them,niggas,niggers,1
1829,English,Training,them niggas ain't,fuckin,fucking,1
1830,English,Training,sendo cold for,callin,calling,1
1831,English,Training,@essexhammer80,dont,don't,1
1832,English,Training,@pearforest what,hav,have,1
1833,English,Training,@pearforest what hav,u,you,1
1834,English,Training,macklemore's voice *,whut,what,1
1835,English,Training,voice * whut,whut,what,1
1836,English,Training,* whut whut,whut,what,1
1837,English,Training,@donnamcmenamin,dont,don't,1
1838,English,Training,@ningenn_ are you,gonna,going to,1
1839,English,Training,? ;) haha,cause,because,1
1840,English,Training,performed at home,n,and,1
1841,English,Training,vs @molotovmyers @smackthyswhite,thys,there's,1
1842,English,Training,a battle ...,u,you,1
1843,English,Training,battle ... u,cant,can't,1
1844,English,Training,have the money,ryte,right,1
1845,English,Training,some rest lol,ive,i've,1
1846,English,Training,us this way,im,i'm,1
1847,English,Training,: retweet if,u,you,1
1848,English,Training,if u a,lil,little,1
1849,English,Training,imagine me stabbing,u,you,1
1850,English,Training,cars dnp .,ive,i've,1
1851,English,Training,bought tons from,yall,y'all,1
1852,English,Training,why,giva,give a,1
1853,English,Training,why giva,bxtch,bitch,1
1854,English,Training,bxtch an inch,wen,when,1
1855,English,Training,tbh if,u,you,1
1856,English,Training,,2day,today,1
1857,English,Training,week without my,fone,phone,1
1858,English,Training,", if you",hve,have,1
1859,English,Training,you hve been,tryn,trying,1
1860,English,Training,tryn to get,ahold,a hold,1
1861,English,Training,"me , due",2,to,1
1862,English,Training,", due 2",pepul,people,1
1863,English,Training,due 2 pepul,wth,with,1
1864,English,Training,"long fingers ,",il,i'll,1
1865,English,Training,", il be",downgrding,downgrading,1
1866,English,Training,be downgrding soon,2,to,1
1867,English,Training,most of all,highschool,high school,1
1868,English,Training,taught me that,yo,your,1
1869,English,Training,day 1's always,gon,gonna,1
1870,English,Training,new friends should,b,be,1
1871,English,Training,not for,nothin,nothing,1
1872,English,Training,! yeah it's,kinna,kinda,1
1873,English,Training,creation riddim -,jukeboxx,jukebox,1
1874,English,Training,rt @314kaybee :,lil,little,1
1875,English,Training,@314kaybee : lil,nigga,nigger,1
1876,English,Training,a spider-man villain,tht,that,1
1877,English,Training,"""",allways,always,1
1878,English,Training,"me , you",allways,always,1
1879,English,Training,but not in,unis,universities,1
1880,English,Training,on wings when,u,you,1
1881,English,Training,good bitch !,missyou,miss you,1
1882,English,Training,to be doing,hw,homework,1
1883,English,Training,luck with up,comeing,coming,1
1884,English,Training,omg,cmon,come on,1
1885,English,Training,omg cmon pacers,bruh,brother,1
1886,English,Training,be making me,soo,so,1
1887,English,Training,rt @thewarrior292 :,im,i'm,1
1888,English,Training,@thewarrior292 : im,tiard,tired,1
1889,English,Training,shenanigans ! with,harrystyles,harry styles,1
1890,English,Training,rt @plzzdanieljfb :,rt,retweet,1
1891,English,Training,will do all,tommorow,tomorrow,1
1892,English,Training,do all tommorow,cause,because,1
1893,English,Training,all tommorow cause,im,i'm,1
1894,English,Training,@elanie_rod,im,i'm,1
1895,English,Training,@elanie_rod im,sorrry,sorry,1
1896,English,Training,@elanie_rod im sorrry,imma,i'm going to,1
1897,English,Training,went platinum proud,isnt,isn't,1
1898,English,Training,even the word,im,i'm,1
1899,English,Training,me to some,bullsh,bullshit,1
1900,English,Training,to some bullsh,. t,.,1
1901,English,Training,when the person,sittin,sitting,1
1902,English,Training,person sittin beside,u,you,1
1903,English,Training,beside u is,chewin,chewing,1
1904,English,Training,is chewin loud,af,as fuck,1
1905,English,Training,looks so happy,im,i'm,1
1906,English,Training,sank a 30-foot,birdi,birdie,1
1907,English,Training,rt @celliniiii :,pre calc,precalc,1
1908,English,Training,bottles in the,airrr,air,1
1909,English,Training,in the airrr,livin,living,1
1910,English,Training,photoset :,guydirectioners,guy directioners,1
1911,English,Training,"ahhh , bless",u,you,1
1912,English,Training,u . can,sympathise,sympathize,1
1913,English,Training,wonder if,im,i'm,1
1914,English,Training,iggy has some,biiiig,big,1
1915,English,Training,"again ? """,lil,little,1
1916,English,Training,wavy ass white,nigga,nigger,1
1917,English,Training,@funnypicsdepot : i,aint,ain't,1
1918,English,Training,even mad ..,im,i'm,1
1919,English,Training,old man willie,nxt,next,1
1920,English,Training,of tihar jail,2mrw,tomorrow,1
1921,English,Training,"chaos , drama",b4,before,1
1922,English,Training,is this !?,rt,retweet,1
1923,English,Training,by not sleeping,stoopid,stupid,1
1924,English,Training,http://t.co/qofigfacdu follow me,pls,please,1
1925,English,Training,im feeling,soo,so,1
1926,English,Training,i feel like,im,i'm,1
1927,English,Training,being tested .,iont,i don't,1
1928,English,Training,the show,jst,just,1
1929,English,Training,the show jst,gettin,getting,1
1930,English,Training,@gavlar182 @rgrant87,im,i'm,1
1931,English,Training,said those shorts,wouldnt,wouldn't,1
1932,English,Training,me swifties ill,followback,follow back,1
1933,English,Training,ill followback !,thankies,thanks,1
1934,English,Training,rt @itweetgemz :,niggas,niggers,1
1935,English,Training,"like "" aye",bruh,brother,1
1936,English,Training,@_citlalim what,r,are,1
1937,English,Training,lately tbh haha,u,you,1
1938,English,Training,both actd,n,and,1
1939,English,Training,2 music-orientd dramas/she,dd,did,1
1940,English,Training,dd a chaebol,relatd,related,1
1941,English,Training,"drama , he",dd,did,1
1942,English,Training,"sageuk movie ,",hes,he's,1
1943,English,Training,@karagillespie89,defo,definitely,1
1944,English,Training,are up for,goin,going,1
1945,English,Training,", was good",craic,crack,1
1946,English,Training,just triple beam,dreamin,dreaming,1
1947,English,Training,i wish kaitlyn,didnt,didn't,1
1948,English,Training,person but i,b,be,1
1949,English,Training,but i b,doin,doing,1
1950,English,Training,crush followed me,bsck,back,1
1951,English,Training,drill guys omfg,im,i'm,1
1952,English,Training,so ima,cum,come,1
1953,English,Training,so ima cum,n,and,1
1954,English,Training,,dats,that's,1
1955,English,Training,dats my,nigga,nigger,1
1956,English,Training,full time !,mfs,mother fuckers,1
1957,English,Training,mfs ain't never,gonna,going to,1
1958,English,Training,,ridin,riding,1
1959,English,Training,. yuri rp,yeshh,yes,1
1960,English,Training,i love watching,mlb,major league baseball,1
1961,English,Training,: @_obeyalexis_ @runndattshitt,yea,yeah,1
1962,English,Training,@_obeyalexis_ @runndattshitt yea,lil,little,1
1963,English,Training,"there "" kmsl",bitxh,bitch,1
1964,English,Training,@nanojefe : @mcdonalds,dont,don't,1
1965,English,Training,try no more,bruh,brother,1
1966,English,Training,@trishnadx,thankiu,thank you,1
1967,English,Training,. appreciate it,alot,a lot,1
1968,English,Training,@niallofficial,im,i'm,1
1969,English,Training,: i really,aint,ain't,1
1970,English,Training,is outrageous my,nigga,nigger,1
1971,English,Training,! how can,some1,someone,1
1972,English,Training,""" maybe if",u,you,1
1973,English,Training,maybe if u,dnt,don't,1
1974,English,Training,u dnt lie,en,and,1
1975,English,Training,lie en pretend,2,to,1
1976,English,Training,pretend 2 be,wht,what,1
1977,English,Training,2 be wht,u,you,1
1978,English,Training,be wht u,nt,not,1
